Title,Artist,Spotify_Popularity,Artist_Popularity,year
anniversary,Tony! Toni! Tone!,37,58,1993
one woman,Jade,30,60,1993
can’t get enough of your love,Taylor Dayne,-1,59,1993
two steps behind,Def Leppard,48,71,1993
the sign,Ace Of Base,68,65,1994
i swear,All-4-One,64,62,1994
i’ll make love to you,Boyz II Men,-1,71,1994
the power of love,Celine Dion,66,78,1994
hero,Mariah Carey,70,86,1994
stay (i missed you),Lisa Loeb and Nine Stories,-1,51,1994
breathe again,Toni Braxton,54,67,1994
all for love,"Bryan Adams, Rod Stewart and Sting",-1,-1,1994
all that she wants,Ace Of Base,67,65,1994
don’t turn around,Ace Of Base,-1,65,1994
bump n’ grind,R. Kelly,64,74,1994
again,Janet Jackson,56,70,1994
i’ll remember,Madonna,-1,78,1994
whatta man,Salt-N-Pepa,49,63,1994
wild night,John Mellencamp and Me’shell Ndegeocello,-1,-1,1994
without you / never forget you,Mariah Carey,-1,86,1994
you mean the world to me,Toni Braxton,45,67,1994
can you feel the love tonight,Elton John,53,82,1994
the most beautiful girl in the world,The Artist Formerly Known As Prince,-1,-1,1994
fantastic voyage,Coolio,46,67,1994
baby i love your way,Big Mountain,71,59,1994
regulate,Warren G and Nate Dogg,-1,-1,1994
if you go,Jon Secada,-1,60,1994
back & forth,Aaliyah,61,62,1994
now and forever,Richard Marx,62,64,1994
when can i see you,Babyface,55,61,1994
please forgive me,Bryan Adams,-1,76,1994
so much in love,All-4-One,44,62,1994
shoop,Salt-N-Pepa,63,63,1994
"any time, any place / and on and on",Janet Jackson,-1,70,1994
shine,Collective Soul,65,61,1994
said i loved you…but i lied,Michael Bolton,59,68,1994
return to innocence,Enigma,61,63,1994
all i wanna do,Sheryl Crow,64,67,1994
mmm mmm mmm mmm,Crash Test Dummies,57,56,1994
can we talk,Tevin Campbell,-1,57,1994
funkdafied,Da Brat,48,53,1994
i’d do anything for love (but i won’t do that),Meat Loaf,-1,64,1994
gangsta lean,Drs,38,47,1994
because the night,"10,000 Maniacs",60,53,1994
cantaloop,US3,41,46,1994
whoomp! (there it is),Tag Team,-1,32,1994
come to my window,Melissa Etheridge,51,55,1994
stroke you up,Changing Faces,46,43,1994
i’m ready,Tevin Campbell,-1,57,1994
100% pure love,Crystal Waters,-1,58,1994
anytime you need a friend,Mariah Carey,51,86,1994
because of love,Janet Jackson,41,70,1994
linger,Cranberries,75,75,1994
loser,Beck,69,70,1994
found out about you,Gin Blossoms,57,61,1994
gin and juice,Snoop Doggy Dogg,-1,-1,1994
never lie,Immature,38,36,1994
streets of philadelphia,Bruce Springsteen,34,78,1994
getto jam,Domino,42,57,1994
endless love,Luther Vandross and Mariah Carey,-1,-1,1994
i miss you,Aaron Hall,49,49,1994
understanding,Xscape,53,58,1994
this d.j.,Warren G,60,67,1994
cry for you,Jodeci,50,59,1994
keep ya head up,2Pac,64,82,1994
who am i (what’s my name?),Snoop Doggy Dogg,-1,-1,1994
another night,Real McCoy,-1,53,1994
your body’s callin’,R. Kelly,-1,74,1994
tootsee roll,69 Boyz,50,40,1994
i can see clearly now,Jimmy Cliff,65,61,1994
never keeping secrets,Babyface,49,61,1994
crazy,Aerosmith,72,78,1994
just kickin’ it,Xscape,48,58,1994
at your best (you are love),Aaliyah,61,62,1994
rock and roll dreams come through,Meat Loaf,31,64,1994
amazing,Aerosmith,62,78,1994
always,Erasure,43,64,1994
groove thang,Zhane,45,52,1994
dreams,Gabrielle,-1,65,1994
mr. vain,Culture Beat,68,58,1994
mary jane’s last dance,Tom Petty and The Heartbreakers,-1,72,1994
anything,SWV,40,63,1994
beautiful in my eyes,Joshua Kadison,48,44,1994
stay,Eternal,35,61,1994
flava in ya ear,Craig Mack,53,55,1994
u.n.i.t.y.,Queen Latifah,46,60,1994
prayer for the dying,Seal,41,67,1994
secret,Madonna,51,78,1994
here comes the hotstepper,Ini Kamoze,67,59,1994
everyday,Phil Collins,48,78,1994
don’t take the girl,Tim McGraw,-1,75,1994
got me waiting,Heavy D and The Boyz,35,51,1994
"december 1963 (oh, what a night)",Four Seasons,-1,65,1994
indian outlaw,Tim McGraw,56,75,1994
always,Bon Jovi,72,80,1994
i’m the only one,Melissa Etheridge,-1,55,1994
back in the day,Ahmad,47,49,1994
love sneakin’ up on you,Bonnie Raitt,24,60,1994
i’ll take you there,General Public,-1,37,1994
always in my heart,Tevin Campbell,-1,57,1994
what is love,Haddaway,-1,64,1994
and our feelings,Babyface,36,61,1994
bop gun (one nation),Ice Cube,37,74,1994
i wanna be down,Brandy,59,67,1994
gangsta’s paradise,Coolio,-1,67,1995
waterfalls,TLC,72,73,1995
creep,TLC,68,73,1995
kiss from a rose,Seal,72,67,1995
on bended knee,Boyz II Men,57,71,1995
another night,Real McCoy,58,53,1995
fantasy,Mariah Carey,67,86,1995
take a bow,Madonna,48,78,1995
don’t take it personal (just one of dem days),Monica,-1,64,1995
this is how we do it,Montell Jordan,66,62,1995
i know,Dionne Farris,34,35,1995
water runs dry,Boyz II Men,51,71,1995
freak like me,Adina Howard,56,48,1995
run-around,Blues Traveler,56,57,1995
i can love you like that,All-4-One,53,62,1995
have you ever really loved a woman?,Bryan Adams,33,76,1995
always,Bon Jovi,72,80,1995
boombastic / in the summertime,Shaggy,-1,74,1995
total eclipse of the heart,Nicki French,33,36,1995
you gotta be,Des’ree,-1,-1,1995
you are not alone,Michael Jackson,65,86,1995
hold my hand,Hootie and The Blowfish,59,62,1995
one more chance-stay with me,Notorious B.I.G.,57,80,1995
here comes the hotstepper,Ini Kamoze,67,59,1995
candy rain,Soul For Real,60,54,1995
let her cry,Hootie and The Blowfish,62,62,1995
i believe,Blessid Union Of Souls,45,45,1995
red light special,TLC,55,73,1995
runaway,Janet Jackson,-1,70,1995
strong enough,Sheryl Crow,57,67,1995
colors of the wind,Vanessa Williams,44,56,1995
someone to love,Jon B.,45,57,1995
only wanna be with you,Hootie and The Blowfish,67,62,1995
if you love me,Brownstone,62,51,1995
in the house of stone and light,Martin Page,32,21,1995
i got 5 on it,Luniz,73,61,1995
baby,Brandy,46,67,1995
run away,Real McCoy,47,53,1995
as i lay me down,Sophie B. Hawkins,53,48,1995
he’s mine,Mokenstef,-1,-1,1995
december,Collective Soul,58,61,1995
i’ll be there for you-you’re all i need to get by,Method Man-Mary J. Blige,-1,-1,1995
shy guy,Diana King,58,49,1995
i’m the only one,Melissa Etheridge,-1,55,1995
every little thing i do,Soul For Real,51,54,1995
before i let you go,BLACKstreet,56,68,1995
big poppa / warning,Notorious B.I.G.,-1,80,1995
sukiyaki,4 P.M.,35,24,1995
i wanna be down,Brandy,59,67,1995
i’ll make love to you,Boyz II Men,-1,71,1995
dear mama / old school,2Pac,-1,82,1995
hold on,Jamie Walters,49,37,1995
keep their heads ringin’,Dr. Dre,62,81,1995
the rhythm of the night,Corona,69,59,1995
roll to me,Del Amitri,59,49,1995
scream / childhood,Michael Jackson and Janet Jackson,-1,-1,1995
freek’n you,Jodeci,-1,59,1995
i wish,Skee-lo,60,53,1995
believe,Elton John,35,82,1995
carnival,Natalie Merchant,49,55,1995
you don’t know how it feels,Tom Petty,-1,72,1995
back for good,Take That,48,69,1995
tootsee roll,69 Boyz,50,40,1995
you want this-70’s love groove,Janet Jackson,-1,70,1995
tell me,Groove Theory,61,49,1995
can’t you see,Total,-1,59,1995
all i wanna do,Sheryl Crow,64,67,1995
this lil’ game we play,Subway,41,47,1995
come and get your love,Real McCoy,40,53,1995
this ain’t a love song,Bon Jovi,-1,80,1995
secret,Madonna,51,78,1995
player’s anthem,Junior M.A.F.I.A.,-1,53,1995
feel me flow,Naughty By Nature,65,63,1995
every day of the week,Jade,30,60,1995
the sweetest days,Vanessa Williams,30,56,1995
short dick man,20 Fingers feat. Gillette,-1,-1,1995
brokenhearted,Brandy,37,67,1995
no more “i love you’s”,Annie Lennox,59,65,1995
you used to love me,Faith Evans,56,69,1995
constantly,Immature,34,36,1995
"hold me, thrill me, kiss me, kill me",U2,-1,81,1995
100% pure love,Crystal Waters,-1,58,1995
ask of you,Raphael Saadiq,-1,58,1995
sugar hill,Az,50,56,1995
good,Better Than Ezra,62,54,1995
brown sugar,D’angelo,-1,0,1995
turn the beat around,Gloria Estefan,40,66,1995
‘til you do me right,After 7,31,50,1995
1st of tha month,Bone Thugs-N-Harmony,61,68,1995
like the way i do-if i wanted to,Melissa Etheridge,-1,55,1995
i live my life for you,Firehouse,39,57,1995
dream about you-funky melody,Stevie B,-1,50,1995
cotton eye joe,Rednex,69,59,1995
thank you,Boyz II Men,36,71,1995
i’ll stand by you,Pretenders,-1,67,1995
i miss you,N II U,-1,-1,1995
give it 2 you,Da Brat,35,53,1995
best friend,Brandy,44,67,1995
misery,Soul Asylum,39,58,1995
can’t stop lovin’ you,Van Halen,-1,74,1995
macarena (bayside boys mix),Los Del Rio,-1,60,1996
one sweet day,Mariah Carey and Boyz II Men,-1,-1,1996
because you loved me,Celine Dion,69,78,1996
nobody knows,Tony Rich Project,50,40,1996
always be my baby,Mariah Carey,71,86,1996
give me one reason,Tracy Chapman,70,72,1996
tha crossroads,Bone Thugs-N-Harmony,68,68,1996
i love you always forever,Donna Lewis,69,57,1996
you’re makin’ me high / let it flow,Toni Braxton,-1,67,1996
twisted,Keith Sweat,63,62,1996
c’mon n’ ride it (the train),Quad City Dj’s,-1,-1,1996
missing,Everything But The Girl,62,58,1996
ironic,Alanis Morissette,69,70,1996
exhale (shoop shoop),Whitney Houston,38,78,1996
follow you down / til i hear it from you,Gin Blossoms,-1,61,1996
sittin’ up in my room,Brandy,51,67,1996
how do u want it / california love,2Pac,-1,82,1996
it’s all coming back to me now,Celine Dion,-1,78,1996
change the world,Eric Clapton,-1,76,1996
hey lover,LL Cool J,60,65,1996
loungin,LL Cool J,53,65,1996
insensitive,Jann Arden,37,46,1996
be my lover,La Bouche,60,60,1996
name,Goo Goo Dolls,65,73,1996
who will save your soul,Jewel,59,62,1996
where do you go,No Mercy,55,49,1996
i can’t sleep baby (if i),R. Kelly,-1,74,1996
counting blue cars,Dishwalla,57,52,1996
you learn / you oughta know,Alanis Morissette,-1,70,1996
one of us,Joan Osborne,64,53,1996
wonder,Natalie Merchant,53,55,1996
not gon’ cry,Mary J. Blige,46,72,1996
gangsta’s paradise,Coolio,-1,67,1996
only you,112 feat. The Notorious B.I.G.,-1,-1,1996
down low (nobody has to know),R. Kelly,45,74,1996
you’re the one,SWV,-1,63,1996
sweet dreams,La Bouche,46,60,1996
before you walk out of my life / like this and like that,Monica,-1,64,1996
breakfast at tiffany’s,Deep Blue Something,-1,60,1996
"1, 2, 3, 4 (sumpin’ new)",Coolio,47,67,1996
the world i know,Collective Soul,58,61,1996
no diggity,BLACKstreet (feat. Dr. Dre),-1,-1,1996
anything,3t,45,41,1996
1979,The Smashing Pumpkins,75,74,1996
diggin’ on you,TLC,53,73,1996
why i love you so much / ain’t nobody,Monica,-1,64,1996
kissin’ you,Total,57,59,1996
count on me,Whitney Houston and Cece Winans,-1,-1,1996
fantasy,Mariah Carey,67,86,1996
time,Hootie and The Blowfish,53,62,1996
you’ll see,Madonna,-1,78,1996
last night,Az Yet,48,44,1996
mouth,Merril Bainbridge,-1,37,1996
"the earth, the sun, the rain",Color Me Badd,39,53,1996
all the things (your man won’t do),Joe,-1,72,1996
wonderwall,Oasis,73,80,1996
woo-hah!! got you all in check / everything remains raw,Busta Rhymes,-1,75,1996
tell me,Groove Theory,61,49,1996
elevators (me & you),Outkast,55,76,1996
hook,Blues Traveler,55,57,1996
doin it,LL Cool J,63,65,1996
fastlove,George Michael,62,75,1996
touch me tease me,Case feat. Foxxy Brown,-1,-1,1996
tonite’s tha night,Kris Kross,-1,74,1996
children,Robert Miles,66,58,1996
theme from mission: impossible,Adam Clayton and Larry Mullen,-1,-1,1996
closer to free,Bodeans,38,40,1996
just a girl,No Doubt,61,70,1996
if your girl only knew,Aaliyah,-1,62,1996
lady,D’angelo,-1,0,1996
key west intermezzo (i saw you first),John Mellencamp,36,66,1996
pony,Ginuwine,61,69,1996
nobody,Keith Sweat,64,62,1996
old man and me (when i get to heaven),Hootie and The Blowfish,-1,62,1996
if it makes you happy,Sheryl Crow,61,67,1996
as i lay me down,Sophie B. Hawkins,53,48,1996
"keep on, keepin’ on",Mc Lyte,42,51,1996
jealousy,Natalie Merchant,40,55,1996
i want to come over,Melissa Etheridge,43,55,1996
who do u love,Deborah Cox,30,54,1996
un-break my heart,Toni Braxton,68,67,1996
this is your night,Amber,49,65,1996
you remind me of something,R. Kelly,45,74,1996
runaway,Janet Jackson,-1,70,1996
set u free,Planet Soul,31,22,1996
hit me off,New Edition,44,59,1996
no one else,Total,42,59,1996
my boo,Ghost Town Dj’s,-1,28,1996
get money,Junior M.A.F.I.A.,58,53,1996
that girl,Maxi Priest feat. Shaggy,-1,-1,1996
po pimp,Do Or Die,49,49,1996
until it sleeps,Metallica,52,83,1996
hay,Crucial Conflict,40,36,1996
beautiful life,Ace Of Base,60,65,1996
back for good,Take That,48,69,1996
i got id / long road,Pearl Jam,-1,78,1996
soon as i get home,Faith Evans,52,69,1996
macarena,Los Del Rio,61,60,1996
only wanna be with you,Hootie and The Blowfish,67,62,1996
don’t cry,Seal,-1,67,1996
candle in the wind 1997,Elton John,36,82,1997
foolish games / you were meant for me,Jewel,-1,62,1997
i’ll be missing you,Puff Daddy and Faith Evans,-1,4,1997
un-break my heart,Toni Braxton,68,67,1997
can’t nobody hold me down,Puff Daddy,-1,39,1997
i believe i can fly,R. Kelly,62,74,1997
don’t let go (love),En Vogue,-1,60,1997
return of the mack,Mark Morrison,72,63,1997
how do i live,LeAnn Rimes,40,65,1997
wannabe,Spice Girls,80,73,1997
quit playing games (with my heart),Backstreet Boys,59,80,1997
mmmbop,Hanson,63,65,1997
for you i will,Monica,-1,64,1997
you make me wanna…,Usher,68,82,1997
bitch,Meredith Brooks,67,55,1997
nobody,Keith Sweat,64,62,1997
semi-charmed life,Third Eye Blind,75,68,1997
barely breathing,Duncan Sheik,60,49,1997
hard to say i’m sorry,Az Yet feat. Peter Cetera,-1,-1,1997
mo money mo problems,Notorious B.I.G.,74,80,1997
the freshmen,Verve Pipe,64,53,1997
i want you,Savage Garden,58,67,1997
no diggity,BLACKstreet feat. Dr. Dre,-1,-1,1997
i belong to you (every time i see your face),Rome,47,64,1997
hypnotize,Notorious B.I.G.,78,80,1997
every time i close my eyes,Babyface,61,61,1997
in my bed,Dru Hill,47,60,1997
say you’ll be there,Spice Girls,-1,73,1997
do you know (what it takes),Robyn,44,73,1997
4 seasons of loneliness,Boyz II Men,46,71,1997
g.h.e.t.t.o.u.t.,Changing Faces,43,43,1997
honey,Mariah Carey,60,86,1997
i believe in you and me,Whitney Houston,47,78,1997
da’ dip,Freaknasty,-1,0,1997
2 become 1,Spice Girls,66,73,1997
all for you,Sister Hazel,65,58,1997
cupid,112,62,69,1997
where have all the cowboys gone?,Paula Cole,53,55,1997
sunny came home,Shawn Colvin,62,53,1997
it’s your love,Tim McGraw and Faith Hill,-1,-1,1997
ooh aah… just a little bit,Gina G,50,42,1997
mouth,Merril Bainbridge,-1,37,1997
all cried out,Allure feat. 112,-1,-1,1997
i’m still in love with you,New Edition,-1,59,1997
invisible man,98 Degrees,-1,0,1997
not tonight,Lil’ Kim,47,69,1997
look into my eyes,Bone Thugs-N-Harmony,45,68,1997
get it together,702,46,53,1997
all by myself,Celine Dion,64,78,1997
it’s all coming back to me now,Celine Dion,-1,78,1997
my love is the shhh!,Somethin’ For The People,42,31,1997
where do you go,No Mercy,55,49,1997
i finally found someone,Barbra Streisand and Bryan Adams,-1,-1,1997
i’ll be,Foxy Brown feat. Jay-Z,-1,-1,1997
if it makes you happy,Sheryl Crow,61,67,1997
never make a promise,Dru Hill,42,60,1997
when you love a woman,Journey,51,75,1997
up jumps da boogie,Magoo And Timbaland,-1,-1,1997
i don’t want to / i love me some him,Toni Braxton,-1,67,1997
everyday is a winding road,Sheryl Crow,52,67,1997
cold rock a party,Mc Lyte,47,51,1997
pony,Ginuwine,61,69,1997
building a mystery,Sarah McLachlan,53,66,1997
i love you always forever,Donna Lewis,69,57,1997
your woman,White Town,61,52,1997
c u when u get there,Coolio,51,67,1997
change the world,Eric Clapton,-1,76,1997
my baby daddy,B-Rock and The Bizz,-1,13,1997
tubthumping,Chumbawamba,62,57,1997
gotham city,R. Kelly,-1,74,1997
last night,Az Yet,48,44,1997
espn presents the jock jam,Various Artists,-1,8,1997
big daddy,Heavy D,33,51,1997
what about us,Total,-1,59,1997
smile,Scarface,41,61,1997
what’s on tonight,Montell Jordan,-1,62,1997
secret garden,Bruce Springsteen,55,78,1997
the one i gave my heart to,Aaliyah,-1,62,1997
fly like an eagle,Seal,43,67,1997
no time,Lil’ Kim,41,69,1997
naked eye,Luscious Jackson,45,38,1997
macarena (bayside boys mix),Los Del Rio,-1,60,1997
on & on,Erykah Badu,65,69,1997
don’t wanna be a player,Joe,-1,72,1997
i shot the sheriff,Warren G,28,67,1997
you should be mine (don’t waste your time),Brian McKnight feat. Mase,-1,-1,1997
don’t cry for me argentina,Madonna,-1,78,1997
someone,SWV,35,63,1997
go the distance,Michael Bolton,56,68,1997
one more time,Real McCoy,30,53,1997
butta love,Next,56,72,1997
coco jamboo,Mr. President,68,56,1997
twisted,Keith Sweat,63,62,1997
barbie girl,Aqua,62,63,1997
when you’re gone / free to decide,Cranberries,-1,75,1997
let me clear my throat,DJ Kool,52,47,1997
i like it,Blackout Allstars,29,21,1997
you’re makin’ me high / let it flow,Toni Braxton,-1,67,1997
you must love me,Madonna,40,78,1997
let it go,Ray J,16,63,1997
too close,Next,68,72,1998
the boy is mine,Brandy and Monica,-1,-1,1998
you’re still the one,Shania Twain,-1,74,1998
truly madly deeply,Savage Garden,62,67,1998
how do i live,LeAnn Rimes,40,65,1998
together again,Janet,67,70,1998
all my life,K-Ci and JoJo,71,62,1998
candle in the wind 1997,Elton John,36,82,1998
nice & slow,Usher,63,82,1998
i don’t want to wait,Paula Cole,-1,55,1998
how’s it going to be,Third Eye Blind,-1,68,1998
"no, no, no",Destiny’s Child,-1,-1,1998
my heart will go on,Celine Dion,72,78,1998
gettin’ jiggy wit it,Will Smith,71,76,1998
you make me wanna…,Usher,68,82,1998
my way,Usher,52,82,1998
my all,Mariah Carey,61,86,1998
the first night,Monica,44,64,1998
been around the world,Puff Daddy and The Family,-1,-1,1998
adia,Sarah McLachlan,54,66,1998
crush,Jennifer Paige,61,53,1998
everybody (backstreet’s back),Backstreet Boys,-1,80,1998
i don’t want to miss a thing,Aerosmith,-1,78,1998
body bumpin yippie-yi-yo,Public Announcement,33,44,1998
this kiss,Faith Hill,61,67,1998
i don’t ever want to see you again,Uncle Sam,-1,32,1998
let’s ride,Montell Jordan,-1,62,1998
sex and candy,Marcy Playground,68,57,1998
show me love,Robyn,61,73,1998
a song for mama,Boyz II Men,49,71,1998
what you want,Mase,65,68,1998
frozen,Madonna,58,78,1998
gone till november,Wyclef Jean,50,73,1998
my body,Lsg,55,48,1998
tubthumping,Chumbawamba,62,57,1998
deja vu (uptown baby),Lord Tariq and Peter Gunz,-1,0,1998
i want you back,‘N Sync,-1,12,1998
when the lights go out,Five,53,90,1998
