Title,Artist,Spotify_Popularity,Artist_Popularity,year
wildflower,Skylark,-1,25,1973
superstition,Stevie Wonder,58,79,1973
loves me like a rock,Paul Simon,39,72,1973
the morning after,Maureen McGovern,-1,34,1973
rocky mountain high,John Denver,60,74,1973
stuck in the middle with you,Stealers Wheel,-1,61,1973
shambala,Three Dog Night,51,60,1973
love train,O’Jays,-1,-1,1973
i’m gonna love you just a little more,Barry White,-1,67,1973
"say, has anybody seen my sweet gypsy rose",Tony Orlando and Dawn,-1,45,1973
keep on truckin’ (pt. 1),Eddie Kendricks,-1,48,1973
dancing in the moonlight,King Harvest,65,55,1973
danny’s song,Anne Murray,-1,57,1973
monster mash,Bobby “Boris” Pickett and The Crypt Kickers,69,49,1973
natural high,Bloodstone,-1,40,1973
diamond girl,Seals and Crofts,45,61,1973
long train running,Doobie Brothers,0,69,1973
give me love (give me peace on earth),George Harrison,59,71,1973
if you want me to stay,Sly and The Family Stone,60,63,1973
daddy’s home,Jermaine Jackson,-1,49,1973
neither one of us (wants to be the first to say goodbye),Gladys Knight and The Pips,46,61,1973
i’m doing fine now,New York City,-1,55,1973
could it be i’m falling in love,Spinners,-1,62,1973
daniel,Elton John,61,82,1973
midnight train to georgia,Gladys Knight and The Pips,60,61,1973
smoke on the water,Deep Purple,62,70,1973
the cover of rolling stone,Dr. Hook and The Medicine Show,-1,-1,1973
behind closed doors,Charlie Rich,48,50,1973
your mama don’t dance,Loggins and Messina,-1,55,1973
feelin’ stronger every day,Chicago,37,70,1973
the cisco kid,War,27,66,1973
live and let die,Wings,28,64,1973
"oh, babe, what would you say?",Hurricane Smith,-1,26,1973
i believe in you,Johnnie Taylor,37,48,1973
sing,Carpenters,44,74,1973
ain’t no woman (like the one i got),Four Tops,-1,66,1973
dueling banjos,Eric Weissberg and Steve Mandel,-1,-1,1973
higher ground,Stevie Wonder,62,79,1973
here i am (come and take me),Al Green,54,69,1973
my maria,B.W. Stevenson,40,28,1973
superfly,Curtis Mayfield,54,62,1973
get down,Gilbert O’Sullivan,-1,-1,1973
last song,Edward Bear,-1,24,1973
reelin’ in the years,Steely Dan,67,69,1973
hocus pocus,Focus,52,60,1973
yesterday once more,Carpenters,63,74,1973
boogie woogie bugle boy,Bette Midler,36,58,1973
clair,Gilbert O’Sullivan,-1,-1,1973
do it again,Steely Dan,68,69,1973
kodachrome,Paul Simon,53,72,1973
why can’t we live together,Timmy Thomas,-1,47,1973
so very hard to go,Tower Of Power,45,53,1973
do you want to dance?,Bette Midler,44,58,1973
rockin’ pneumonia and the boogie woogie flu,Johnny Rivers,28,46,1973
ramblin’ man,Allman Brothers,68,67,1973
masterpiece,Temptations,43,71,1973
peaceful,Helen Reddy,21,46,1973
one of a kind (love affair),Spinners,40,62,1973
funny face,Donna Fargo,-1,33,1973
funky worm,Ohio Players,-1,55,1973
angie,Rolling Stones,70,81,1973
jambalaya (on the bayou),Blue Ridge Rangers,-1,-1,1973
don’t expect me to be your friend,Lobo,-1,58,1973
break up to make up,Stylistics,43,56,1973
daisy a day,Jud Strunk,-1,-1,1973
also sprach zarathustra (2001),Deodato,-1,46,1973
stir it up,Johnny Nash,28,55,1973
money,Pink Floyd,72,83,1973
gypsy man,War,13,66,1973
the world is a ghetto,War,27,66,1973
yes we can can,Pointer Sisters,25,65,1973
free ride,Edgar Winter Group,57,49,1973
space oddity,David Bowie,71,83,1973
it never rains in southern california,Albert Hammond,61,56,1973
the twelfth of never,Donny Osmond,22,61,1973
papa was a rolling stone,Temptations,-1,71,1973
the way we were,Barbra Streisand,51,68,1974
seasons in the sun,Terry Jacks,49,46,1974
love’s theme,Love Unlimited Orchestra,-1,47,1974
come and get your love,Redbone,71,63,1974
dancing machine,Jackson 5,56,76,1974
the loco-motion,Grand Funk Railroad,40,57,1974
tsop,MFSB,32,45,1974
the streak,Ray Stevens,31,41,1974
bennie and the jets,Elton John,66,82,1974
one hell of a woman,Mac Davis,23,39,1974
until you come back to me (that’s what i’m gonna do),Aretha Franklin,-1,75,1974
jungle boogie,Kool and The Gang,61,66,1974
midnight at the oasis,Maria Muldaur,40,38,1974
you make me feel brand new,Stylistics,56,56,1974
show and tell,Al Wilson,47,44,1974
spiders and snakes,Jim Stafford,33,30,1974
rock on,David Essex,41,46,1974
sunshine on my shoulder,John Denver,-1,74,1974
sideshow,Blue Magic,47,43,1974
hooked on a feeling,Blue Swede,76,63,1974
billy don’t be a hero,Bo Donaldson and The Heywoods,-1,23,1974
band on the run,Paul McCartney and Wings,-1,-1,1974
the most beautiful girl,Charlie Rich,50,50,1974
time in a bottle,Jim Croce,57,65,1974
annie’s song,John Denver,-1,74,1974
let me be there,Olivia Newton-John,-1,68,1974
sundown,Gordon Lightfoot,61,60,1974
(you’re) having my baby,Paul Anka,-1,64,1974
rock me gently,Andy Kim,-1,40,1974
boogie down,Eddie Kendricks,-1,48,1974
you’re sixteen,Ringo Starr,45,51,1974
if you love me (let me know),Olivia Newton-John,-1,68,1974
dark lady,Cher,39,73,1974
best thing that ever happened to me,Gladys Knight and The Pips,45,61,1974
feel like makin’ love,Roberta Flack,-1,65,1974
just don’t want to be lonely,Main Ingredient,-1,44,1974
nothing from nothing,Billy Preston,51,49,1974
rock your baby,George McCrae,34,53,1974
top of the world,Carpenters,62,74,1974
the joker,Steve Miller Band,74,68,1974
i’ve got to use my imagination,Gladys Knight and The Pips,-1,61,1974
the show must go on,Three Dog Night,-1,60,1974
rock the boat,Hues Corporation,60,49,1974
smokin’ in the boy’s room,Brownsville Station,-1,30,1974
living for the city,Stevie Wonder,47,79,1974
the night chicago died,Paper Lace,-1,39,1974
then came you,Dionne Warwick and The Spinners,-1,-1,1974
the entertainer,Marvin Hamlisch,36,39,1974
waterloo,ABBA,58,79,1974
the air that i breathe,Hollies,62,64,1974
rikki don’t lose that number,Steely Dan,-1,69,1974
mockingbird,Carly Simon,46,64,1974
help me,Joni Mitchell,50,67,1974
you won’t see me,Anne Murray,-1,57,1974
"never, never gonna give you up",Barry White,-1,67,1974
tell me something good,Rufus,52,73,1974
you and me against the world,Helen Reddy,-1,46,1974
rock and roll heaven,Righteous Brothers,-1,62,1974
hollywood swinging,Kool and The Gang,52,66,1974
be thankful for what you got,William Devaughn,-1,47,1974
hang on in there baby,Johnny Bristol,-1,42,1974
eres tú (touch the wind),Mocedades,-1,56,1974
takin’ care of business,Bachman-Turner Overdrive,63,61,1974
radar love,Golden Earring,53,57,1974
please come to boston,Dave Loggins,43,34,1974
keep on smilin’,Wet Willie,43,34,1974
lookin’ for a love,Bobby Womack,-1,61,1974
put your hands together,O’Jays,-1,-1,1974
on and on,Gladys Knight and The Pips,24,61,1974
oh very young,Cat Stevens,49,71,1974
leave me alone (ruby red dress),Helen Reddy,16,46,1974
goodbye yellow brick road,Elton John,61,82,1974
i’ve been searchin’ so long,Chicago,-1,70,1974
oh my my,Ringo Starr,26,51,1974
for the love of money,O’Jays,-1,-1,1974
i shot the sheriff,Eric Clapton,59,76,1974
jet,Paul McCartney and Wings,-1,-1,1974
don’t let the sun go down on me,Elton John,-1,82,1974
tubular bells,Mike Oldfield,48,61,1974
a love song,Anne Murray,22,57,1974
i’m leaving it all up to you,Donny and Marie Osmond,-1,24,1974
"hello, it’s me",Todd Rundgren,-1,56,1974
i love,Tom T. Hall,-1,51,1974
clap for the wolfman,Guess Who,-1,60,1974
i’ll have to say i love you in a song,Jim Croce,-1,65,1974
the lord’s prayer,Sister Janet Mead,-1,9,1974
trying to hold on to my woman,Lamont Dozier,22,31,1974
don’t you worry ‘bout a thing,Stevie Wonder,-1,79,1974
a very special love song,Charlie Rich,27,50,1974
my girl bill,Jim Stafford,21,30,1974
my mistake was to love you,Diana Ross and Marvin Gaye,-1,-1,1974
helen wheels,Paul McCartney and Wings,-1,-1,1974
wildwood weed,Jim Stafford,35,30,1974
beach baby,First Class,-1,27,1974
me and baby brother,War,33,66,1974
rockin’ roll baby,Stylistics,18,56,1974
i honestly love you,Olivia Newton-John,-1,68,1974
call on me,Chicago,41,70,1974
wild thing,Fancy,11,51,1974
"mighty love, pt. 1",Spinners,-1,62,1974
love will keep us together,Captain and Tennille,56,53,1975
rhinestone cowboy,Glen Campbell,56,62,1975
philadelphia freedom,Elton John,53,82,1975
before the next teardrop falls,Freddy Fender,39,47,1975
my eyes adored you,Frankie Valli,46,65,1975
shining star,"Earth, Wind and Fire",58,75,1975
fame,David Bowie,57,83,1975
laughter in the rain,Neil Sedaka,-1,58,1975
one of these nights,Eagles,69,78,1975
thank god i’m a country boy,John Denver,-1,74,1975
jive talkin’,Bee Gees,55,76,1975
best of my love,Eagles,53,78,1975
lovin’ you,Minnie Riperton,47,53,1975
kung fu fighting,Carl Douglas,-1,56,1975
black water,Doobie Brothers,55,69,1975
ballroom blitz,Sweet,57,64,1975
(hey wont you play) another somebody done somebody wrong song,B.J. Thomas,-1,53,1975
he don’t love you (like i love you),Tony Orlando and Dawn,-1,45,1975
at seventeen,Janis Ian,47,46,1975
pick up the pieces,Average White Band,56,58,1975
the hustle,Van McCoy and The Soul City Symphony,-1,-1,1975
lady marmalade,Labelle,59,57,1975
why can’t we be friends?,War,-1,66,1975
love wont let me wait,Major Harris,35,30,1975
boogie on reggae woman,Stevie Wonder,38,79,1975
wasted days and wasted nights,Freddy Fender,35,47,1975
"fight the power, pt. 1",Isley Brothers,17,66,1975
angie baby,Helen Reddy,33,46,1975
jackie blue,Ozark Mountain Daredevil,-1,-1,1975
fire,Ohio Players,47,55,1975
magic,Pilot,-1,62,1975
please mr. postman,Carpenters,60,74,1975
sister golden hair,America,65,69,1975
lucy in the sky with diamonds,Elton John,50,82,1975
mandy,Barry Manilow,65,64,1975
have you never been mellow,Olivia Newton-John,-1,68,1975
could it be magic,Barry Manilow,46,64,1975
cat’s in the cradle,Harry Chapin,-1,55,1975
wildfire,Michael Murphy,-1,4,1975
i’m not lisa,Jessi Colter,-1,38,1975
listen to what the man said,Wings,43,64,1975
i’m not in love,10cc,-1,64,1975
i can help,Billy Swan,51,43,1975
fallin’ in love,"Hamilton, Joe Frank and Reynolds",-1,35,1975
feelings,Morris Albert,-1,34,1975
chevy van,Sammy Johns,35,29,1975
when will i be loved,Linda Ronstadt,46,62,1975
"you’re the first, the last, my everthing",Barry White,-1,67,1975
please mr please,Olivia Newton-John,-1,68,1975
you’re no good,Linda Ronstadt,-1,62,1975
dynomite,Bazuka,-1,32,1975
walking in rhythm,Blackbyrds,-1,41,1975
the way we were / try to remember,Gladys Knight and The Pips,29,61,1975
midnight blue,Melissa Manchester,48,46,1975
"don’t call us, we’ll call you",Sugarloaf,-1,34,1975
poetry man,Phoebe Snow,42,39,1975
how long,Ace,55,65,1975
express,B.T. Express,34,47,1975
that’s the way of the world,"Earth, Wind and Fire",-1,75,1975
lady,Styx,50,64,1975
bad time,Grand Funk,34,57,1975
only women bleed,Alice Cooper,45,65,1975
doctor’s orders,Carol Douglas,-1,36,1975
get down tonight,K.C. and The Sunshine Band,-1,-1,1975
you are so beautiful / it’s a sin when you love somebody,Joe Cocker,-1,66,1975
one man woman-one woman man,Paul Anka and Odia Coates,-1,-1,1975
feel like makin’ love,Bad Company,65,62,1975
how sweet it is,James Taylor,57,70,1975
dance with me,Orleans,30,50,1975
cut the cake,Average White Band,39,58,1975
never can say goodbye,Gloria Gaynor,-1,65,1975
i don’t like to sleep alone,Paul Anka,-1,64,1975
morning side of the mountain,Donny and Marie Osmond,14,24,1975
some kind of wonderful,Grand Funk,29,57,1975
when will i see you again,Three Degrees,46,48,1975
"get down, get down (get on the floor)",Joe Simon,-1,42,1975
i’m sorry / calypso,John Denver,-1,74,1975
killer queen,Queen,69,97,1975
shoeshine boy,Eddie Kendricks,-1,48,1975
do it (til you’re satisfied),B.T. Express,-1,47,1975
can’t get it out of my head,Electric Light Orchestra,-1,74,1975
sha-la-la (make me happy),Al Green,45,69,1975
lonely people,America,50,69,1975
you got the love,Rufus,36,73,1975
the rockford files,Mike Post,-1,26,1975
it only takes a minute,Tavares,36,53,1975
no no song / snookeroo,Ringo Starr,-1,51,1975
junior’s farm / sally g,Paul McCartney and Wings,-1,-1,1975
bungle in the jungle,Jethro Tull,38,62,1975
long tall glasses (i can dance),Leo Sayer,31,57,1975
someone saved my life tonight,Elton John,50,82,1975
misty,Ray Stevens,30,41,1975
bad blood,Neil Sedaka,-1,58,1975
only yesterday,Carpenters,49,74,1975
i’m on fire,Dwight Twilley Band,-1,31,1975
only you,Ringo Starr,30,51,1975
third rate romance,Amazing Rhythm Aces,44,38,1975
you aint seen nothin’ yet / free wheelin’,Bachman-Turner Overdrive,-1,61,1975
swearin’ to god,Frankie Valli,17,65,1975
get dancin’,Disco Tex and The Sex-O-lettes,-1,8,1975
silly love songs,Wings,56,64,1976
don’t go breaking my heart,Elton John and Kiki Dee,-1,-1,1976
disco lady,Johnnie Taylor,35,48,1976
"december, 1963 (oh, what a night)",Four Seasons,-1,65,1976
play that funky music,Wild Cherry,66,57,1976
kiss and say goodbye,Manhattans,49,52,1976
love machine (part 1),The Miracles,-1,62,1976
50 ways to leave your lover,Paul Simon,65,72,1976
love is alive,Gary Wright,47,46,1976
a fifth of beethoven,Walter Murphy and The Big Apple Band,-1,-1,1976
sara smile,Daryl Hall and John Oates,64,76,1976
afternoon delight,Starland Vocal Band,-1,46,1976
i write the songs,Barry Manilow,35,64,1976
"fly, robin, fly",Silver Convention,37,38,1976
love hangover,Diana Ross,47,68,1976
get closer,Seals and Crofts,56,61,1976
"more, more, more",Andrea True Connection,-1,38,1976
bohemian rhapsody,Queen,78,97,1976
misty blue,Dorothy Moore,49,38,1976
boogie fever,Sylvers,-1,30,1976
i’d really love to see you tonight,England Dan and John Ford Coley,-1,17,1976
you sexy thing,Hot Chocolate,71,61,1976
love hurts,Nazareth,56,60,1976
get up and boogie,Silver Convention,32,38,1976
take it to the limit,Eagles,61,78,1976
"(shake, shake, shake) shake your booty",K.C. and The Sunshine Band,-1,-1,1976
sweet love,Commodores,34,67,1976
right back where we started from,Maxine Nightingale,-1,42,1976
theme from “s.w.a.t”,Rhythm Heritage,33,26,1976
love rollercoaster,Ohio Players,54,55,1976
you should be dancing,Bee Gees,67,76,1976
you’ll never find another love like mine,Lou Rawls,-1,52,1976
golden years,David Bowie,58,83,1976
moonlight feels right,Starbuck,45,34,1976
only sixteen,Dr. Hook,36,60,1976
let your love flow,Bellamy Brothers,63,57,1976
dream weaver,Gary Wright,55,46,1976
turn the beat around,Vicki Sue Robinson,44,40,1976
lonely night (angel face),Captain and Tennille,18,53,1976
all by myself,Eric Carmen,58,63,1976
love to love you baby,Donna Summer,40,65,1976
deep purple,Donny and Marie Osmond,15,24,1976
theme from “mahogany”,Diana Ross,41,68,1976
sweet thing,Rufus,50,73,1976
that’s the way i like it,K.C. and The Sunshine Band,-1,-1,1976
a little bit more,Dr. Hook,28,60,1976
shannon,Henry Gross,39,27,1976
if you leave me now,Chicago,71,70,1976
lowdown,Boz Scaggs,56,62,1976
show me the way,Peter Frampton,63,60,1976
dream on,Aerosmith,77,78,1976
i love music (pt. 1),O’Jays,-1,-1,1976
say you love me,Fleetwood Mac,59,82,1976
times of your life,Paul Anka,34,64,1976
devil woman,Cliff Richard,49,60,1976
fooled around and fell in love,Elvin Bishop,58,54,1976
convoy,C.W. McCall,-1,44,1976
welcome back,John Sebastian,40,36,1976
sing a song,"Earth, Wind and Fire",56,75,1976
heaven must be missing an angel,Tavares,-1,53,1976
i’ll be good to you,Brothers Johnson,-1,57,1976
shop around,Captain and Tennille,22,53,1976
saturday night,Bay City Rollers,43,48,1976
island girl,Elton John,38,82,1976
let’s do it again,Staple Singers,-1,60,1976
let ‘em in,Wings,49,64,1976
baby face,Wing and A Prayer Fife and Drum Corps,-1,-1,1976
this masquerade,George Benson,38,66,1976
evil woman,Electric Light Orchestra,58,74,1976
wham bam,Silver,67,60,1976
i’m easy,Keith Carradine,-1,27,1976
wake up everybody (pt. 1),Harold Melvin and The Bluenotes,-1,-1,1976
summer,War,-1,66,1976
let her in,John Travolta,-1,68,1976
fox on the run,Sweet,55,64,1976
rhiannon (will you ever win),Fleetwood Mac,37,82,1976
got to get you into my life,Beatles,59,88,1976
fanny (be tender with my love),Bee Gees,50,76,1976
getaway,"Earth, Wind and Fire",52,75,1976
she’s gone,Daryl Hall and John Oates,-1,76,1976
rock and roll music,Beach Boys,21,75,1976
still the one,Orleans,49,50,1976
you’re my best friend,Queen,39,97,1976
with your love,Jefferson Starship,39,52,1976
slow ride,Foghat,66,57,1976
who’d she coo,Ohio Players,-1,55,1976
walk away from love,David Ruffin,-1,45,1976
"baby, i love your way",Peter Frampton,63,60,1976
young hearts run free,Candi Staton,24,53,1976
breaking up’s hard to do,Neil Sedaka,48,58,1976
money honey,Bay City Rollers,12,48,1976
tear the roof off the sucker,Parliament,62,58,1976
junk food junkie,Larry Groce,-1,42,1976
tryin’ to get the feeling again,Barry Manilow,29,64,1976
rock and roll all nite,Kiss,73,73,1976
disco duck,Rick Dees,-1,-1,1976
the boys are back in town,Thin Lizzy,72,65,1976
take the money and run,Steve Miller Band,64,68,1976
squeeze box,Who,44,72,1976
country boy (you got your feet in l.a.),Glen Campbell,33,62,1976
tonight’s the night (gonna be alright),Rod Stewart,-1,75,1977
i just want to be your everything,Andy Gibb,58,53,1977
best of my love,Emotions,65,63,1977
love theme from “a star is born”,Barbra Streisand,63,68,1977
angel in your arms,Hot,-1,85,1977
i like dreamin’,Kenny Nolan,33,31,1977
don’t leave me this way,Thelma Houston,-1,48,1977
(your love has lifted me) higher and higher,Rita Coolidge,-1,44,1977
undercover angel,Alan O’Day,-1,-1,1977
torn between two lovers,Mary MacGregor,-1,44,1977
i’m your boogie man,K.C. and The Sunshine Band,-1,-1,1977
dancing queen,ABBA,71,79,1977
you make me feel like dancing,Leo Sayer,48,57,1977
margaritaville,Jimmy Buffett,59,66,1977
telephone line,Electric Light Orchestra,61,74,1977
whatcha gonna do?,Pablo Cruise,42,42,1977
do you wanna make love,Peter McCann,-1,13,1977
sir duke,Stevie Wonder,70,79,1977
hotel california,Eagles,82,78,1977
"got to give it up, pt. 1",Marvin Gaye,-1,76,1977
theme from “rocky” (gonna fly now),Bill Conti,-1,55,1977
southern nights,Glen Campbell,68,62,1977
rich girl,Daryl Hall and John Oates,66,76,1977
when i need you,Leo Sayer,48,57,1977
hot line,Sylvers,-1,30,1977
car wash,Rose Royce,50,54,1977
you don’t have to be a star,Marilyn McCoo and Billy Davis Jr.,-1,10,1977
fly like an eagle,Steve Miller Band,65,68,1977
don’t give up on us,David Soul,-1,46,1977
on and on,Stephen Bishop,56,52,1977
feels like the first time,Foreigner,40,71,1977
couldn’t get it right,Climax Blues Band,-1,44,1977
easy,Commodores,74,67,1977
right time of the night,Jennifer Warnes,34,63,1977
i’ve got love on my mind,Natalie Cole,-1,65,1977
blinded by the light,Manfred Mann’s. Earth Band,-1,-1,1977
looks like we made it,Barry Manilow,46,64,1977
so in to you,Atlanta Rhythm Section,-1,52,1977
dreams,Fleetwood Mac,79,82,1977
enjoy yourself,Jacksons,33,64,1977
dazz,Brick,49,54,1977
i’m in you,Peter Frampton,-1,60,1977
lucille,Kenny Rogers,48,68,1977
the things we do for love,10cc,64,64,1977
da doo ron ron,Shaun Cassidy,34,31,1977
handy man,James Taylor,50,70,1977
just a song before i go,"Crosby, Stills and Nash",41,65,1977
you and me,Alice Cooper,37,65,1977
swayin’ to the music (slow dancin’),Johnny Rivers,-1,46,1977
lonely boy,Andrew Gold,49,51,1977
i wish,Stevie Wonder,61,79,1977
don’t stop,Fleetwood Mac,-1,82,1977
barracuda,Heart,71,70,1977
strawberry letter 23,Brothers Johnson,64,57,1977
night moves,Bob Seger and The Silver Bullet Band,-1,-1,1977
you’re my world,Helen Reddy,-1,46,1977
heard it in a love song,Marshall Tucker Band,48,60,1977
carry on wayward son,Kansas,73,69,1977
new kid in town,Eagles,63,78,1977
my heart belongs to me,Barbra Streisand,34,68,1977
after the lovin’,Engelbert Humperdinck,6,59,1977
jet airliner,Steve Miller Band,44,68,1977
stand tall,Burton Cummings,35,36,1977
way down,Elvis Presley,37,81,1977
weekend in new england,Barry Manilow,45,64,1977
it was almost like a song,Ronnie Milsap,36,53,1977
smoke from a distant fire,Sanford Townsend Band,-1,31,1977
cold as ice,Foreigner,65,71,1977
ariel,Dean Friedman,36,30,1977
lost without your love,Bread,47,63,1977
star wars theme-cantina band,Meco,32,30,1977
float on,Floaters,-1,39,1977
jeans on,David Dundas,44,32,1977
lido shuffle,Boz Scaggs,62,62,1977
keep it comin’ love,K.C. and The Sunshine Band,-1,-1,1977
you made me believe in magic,Bay City Rollers,16,48,1977
livin’ thing,Electric Light Orchestra,67,74,1977
give a little bit,Supertramp,71,71,1977
that’s rock ‘n’ roll,Shaun Cassidy,-1,31,1977
love so right,Bee Gees,51,76,1977
the rubberband man,Spinners,62,62,1977
i never cry,Alice Cooper,43,65,1977
nobody does it better,Carly Simon,58,64,1977
high school dance,Sylvers,-1,30,1977
love’s grown deep,Kenny Nolan,-1,31,1977
ain’t gonna bump no more (with no big fat woman),Joe Tex,-1,40,1977
i wanna get next to you,Rose Royce,49,54,1977
somebody to love,Queen,72,97,1977
muskrat love,Captain and Tennille,34,53,1977
walk this way,Aerosmith,69,78,1977
whispering-cherchez la femme-c’est si bon,Dr. Buzzard’s Original Savannah Band,-1,-1,1977
year of the cat,Al Stewart,52,53,1977
boogie nights,Heatwave,56,52,1977
go your own way,Fleetwood Mac,72,82,1977
sorry seems to be the hardest word,Elton John,47,82,1977
don’t worry baby,B.J. Thomas,-1,53,1977
"knowing me, knowing you",ABBA,52,79,1977
how much love,Leo Sayer,19,57,1977
star wars (main title),London Symphony Orchestra,-1,74,1977
devil’s gun,C.J. and Co.,-1,21,1977
shadow dancing,Andy Gibb,44,53,1978
night fever,Bee Gees,55,76,1978
you light up my life,Debby Boone,52,42,1978
stayin’ alive,Bee Gees,55,76,1978
kiss you all over,Exile,39,57,1978
how deep is your love,Bee Gees,48,76,1978
baby come back,Player,-1,50,1978
(love is) thicker than water,Andy Gibb,36,53,1978
boogie oogie oogie,A Taste Of Honey,42,43,1978
three times a lady,Commodores,48,67,1978
grease,Frankie Valli,63,65,1978
i go crazy,Paul Davis,57,49,1978
you’re the one that i want,John Travolta and Olivia Newton-John,-1,-1,1978
emotion,Samantha Sang,54,40,1978
lay down sally,Eric Clapton,58,76,1978
miss you,Rolling Stones,64,81,1978
just the way you are,Billy Joel,64,77,1978
with a little luck,Wings,47,64,1978
if i can’t have you,Yvonne Elliman,-1,50,1978
"dance, dance, dance (yowsah, yowsah, yowsah)",Chic,30,65,1978
feels so good,Chuck Mangione,47,44,1978
hot child in the city,Nick Gilder,-1,40,1978
love is like oxygen,Sweet,13,64,1978
it’s a heartache,Bonnie Tyler,-1,69,1978
we will rock you / we are the champions,Queen,-1,97,1978
baker street,Gerry Rafferty,66,60,1978
can’t smile without you,Barry Manilow,-1,64,1978
"too much, too little, too late",Johnny Mathis and Deniece Williams,-1,-1,1978
dance with me,Peter Brown,31,32,1978
two out of three ain’t bad,Meat Loaf,-1,64,1978
jack and jill,Raydio,45,44,1978
take a chance on me,ABBA,61,79,1978
sometimes when we touch,Dan Hill,52,48,1978
last dance,Donna Summer,18,65,1978
hopelessly devoted to you,Olivia Newton-John,49,68,1978
hot blooded,Foreigner,60,71,1978
you’re in my heart,Rod Stewart,-1,75,1978
the closer i get to you,Roberta Flack and Donny Hathaway,-1,0,1978
dust in the wind,Kansas,75,69,1978
magnet and steel,Walter Egan,47,37,1978
short people,Randy Newman,45,63,1978
use ta be my girl,O’Jays,-1,-1,1978
our love,Natalie Cole,31,65,1978
love will find a way,Pablo Cruise,48,42,1978
an everlasting love,Andy Gibb,43,53,1978
love is in the air,John Paul Young,-1,49,1978
goodbye girl,David Gates,51,42,1978
slip slidin’ away,Paul Simon,35,72,1978
the groove line,Heatwave,47,52,1978
thunder island,Jay Ferguson,43,31,1978
imaginary lover,Atlanta Rhythm Section,30,52,1978
still the same,Bob Seger and The Silver Bullet Band,-1,-1,1978
my angel baby,Toby Beau,-1,9,1978
disco inferno,Trammps,50,55,1978
on broadway,George Benson,26,66,1978
come sail away,Styx,62,64,1978
back in love again,L.T.D.,41,46,1978
this time i’m in it for love,Player,-1,50,1978
you belong to me,Carly Simon,-1,64,1978
here you come again,Dolly Parton,59,72,1978
blue bayou,Linda Ronstadt,61,62,1978
peg,Steely Dan,56,69,1978
you needed me,Anne Murray,55,57,1978
shame,Evelyn “Champagne” King,37,54,1978
reminiscing,Little River Band,65,63,1978
count on me,Jefferson Starship,47,52,1978
baby hold on,Eddie Money,56,60,1978
hey deanie,Shaun Cassidy,23,31,1978
summer nights,John Travolta and Olivia Newton-john,-1,-1,1978
what’s your name,Lynyrd Skynyrd,-1,74,1978
don’t it make my brown eyes blue,Crystal Gayle,-1,48,1978
because the night,Patti Smith,61,60,1978
every kinda people,Robert Palmer,52,60,1978
copacabana,Barry Manilow,37,64,1978
always and forever,Heatwave,54,52,1978
you and i,Rick James,39,62,1978
serpentine fire,"Earth, Wind and Fire",46,75,1978
sentimental lady,Bob Welch,47,40,1978
falling,LeBlanc and Carr,21,15,1978
dont let me be misunderstood,Santa Esmeralda,-1,47,1978
bluer than blue,Michael Johnson,-1,46,1978
running on empty,Jackson Browne,67,65,1978
whenever i call you “friend”,Kenny Loggins,48,70,1978
fool (if you think it’s over),Chris Rea,-1,71,1978
get off,Foxy,28,61,1978
sweet talking woman,Electric Light Orchestra,-1,74,1978
life’s been good,Joe Walsh,-1,60,1978
i love the night life,Alicia Bridges,-1,38,1978
you can’t turn me off (in the middle of turning me on),High Inergy,-1,14,1978
it’s so easy,Linda Ronstadt,-1,62,1978
native new yorker,Odyssey,38,52,1978
flashlight,Parliament,-1,58,1978
don’t look back,Boston,-1,68,1978
turn to stone,Electric Light Orchestra,62,74,1978
i can’t stand the rain,Eruption,-1,43,1978
ebony eyes,Bob Welch,43,40,1978
the name of the game,ABBA,46,79,1978
we’re all alone,Rita Coolidge,-1,44,1978
hollywood nights,Bob Seger and The Silver Bullet Band,-1,-1,1978
deacon blues,Steely Dan,56,69,1978
my sharona,Knack,72,60,1979
bad girls,Donna Summer,58,65,1979
le freak,Chic,67,65,1979
da ya think i’m sexy,Rod Stewart,-1,75,1979
reunited,Peaches and Herb,47,45,1979
i will survive,Gloria Gaynor,15,65,1979
hot stuff,Donna Summer,63,65,1979
y.m.c.a.,Village People,60,61,1979
ring my bell,Anita Ward,43,47,1979
sad eyes,Robert John,-1,39,1979
too much heaven,Bee Gees,63,76,1979
macarthur park,Donna Summer,42,65,1979
when you’re in love with a beautiful woman,Dr. Hook,-1,60,1979
makin’ it,David Naughton,-1,18,1979
fire,Pointer Sisters,54,65,1979
tragedy,Bee Gees,63,76,1979
a little more love,Olivia Newton-John,32,68,1979
heart of glass,Blondie,40,69,1979
what a fool believes,Doobie Brothers,63,69,1979
good times,Chic,66,65,1979
you don’t bring me flowers,Barbra Streisand and Neil Diamond,-1,-1,1979
knock on wood,Amii Stewart,-1,48,1979
stumblin’ in,Suzi Quatro and Chris Norman,-1,-1,1979
lead me on,Maxine Nightingale,-1,42,1979
shake your body,Jacksons,44,64,1979
don’t cry out loud,Melissa Manchester,-1,46,1979
the logical song,Supertramp,70,71,1979
my life,Billy Joel,56,77,1979
just when i needed you most,Randy Vanwarmer,52,44,1979
you can’t change that,Raydio,-1,44,1979
shake your groove thing,Peaches and Herb,50,45,1979
i’ll never love this way again,Dionne Warwick,-1,63,1979
love you inside out,Bee Gees,51,76,1979
i want you to want me,Cheap Trick,65,64,1979
the main event (fight),Barbra Streisand,8,68,1979
mama can’t buy you love,Elton John,-1,82,1979
